OTU	Sample	Abundance	file	id	round	Kingdom	Phylum	Class	Order	Family	Genus	Species	step
TAXA_024	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	polish
TAXA_024	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	polish
TAXA_024	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	polish
TAXA_025	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	polish
TAXA_025	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	polish
TAXA_025	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	polish
TAXA_025	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	polish
TAXA_025	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	polish
TAXA_025	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	polish
TAXA_026	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	polish
TAXA_026	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	polish
TAXA_026	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	polish
TAXA_027	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	polish
TAXA_027	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	polish
TAXA_027	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	polish
TAXA_028	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	polish
TAXA_028	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	polish
TAXA_028	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	polish
TAXA_028	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	polish
TAXA_028	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	polish
TAXA_029	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	polish
TAXA_029	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	polish
TAXA_029	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	polish
TAXA_029	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	polish
TAXA_030	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	polish
TAXA_030	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	polish
TAXA_030	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	polish
TAXA_030	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	polish
TAXA_030	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	polish
TAXA_031	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	polish
TAXA_031	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	polish
TAXA_031	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	polish
TAXA_031	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	polish
TAXA_031	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	polish
TAXA_032	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	polish
TAXA_032	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	polish
TAXA_032	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	polish
TAXA_032	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	polish
TAXA_032	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	polish
TAXA_032	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	polish
TAXA_033	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	polish
TAXA_033	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	polish
TAXA_033	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	polish
TAXA_033	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	polish
TAXA_033	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	polish
TAXA_033	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	polish
TAXA_034	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	polish
TAXA_034	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	polish
TAXA_034	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	polish
TAXA_034	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	polish
TAXA_034	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	polish
TAXA_034	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	polish
TAXA_035	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	polish
TAXA_035	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	polish
TAXA_035	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	polish
TAXA_035	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	polish
TAXA_035	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	polish
TAXA_035	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	polish
TAXA_036	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	polish
TAXA_036	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	polish
TAXA_036	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	polish
TAXA_036	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	polish
TAXA_037	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	polish
TAXA_037	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	polish
TAXA_037	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	polish
TAXA_037	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	polish
TAXA_037	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	polish
TAXA_037	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	polish
TAXA_038	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	polish
TAXA_038	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	polish
TAXA_038	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	polish
TAXA_038	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	polish
TAXA_039	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	polish
TAXA_039	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	polish
TAXA_039	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	polish
TAXA_039	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	polish
TAXA_039	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	polish
TAXA_040	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown	[Clostridium] leptum	polish
TAXA_041	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	polish
TAXA_042	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	polish
TAXA_042	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	polish
TAXA_042	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	polish
TAXA_042	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	polish
TAXA_042	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	polish
TAXA_043	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	polish
TAXA_043	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	polish
TAXA_043	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	polish
TAXA_044	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus sakei	polish
TAXA_044	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus sakei	polish
TAXA_044	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus sakei	polish
TAXA_044	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus sakei	polish
TAXA_044	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus sakei	polish
TAXA_045	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	polish
TAXA_045	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	polish
TAXA_045	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	polish
TAXA_045	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	polish
TAXA_045	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	polish
TAXA_045	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	polish
TAXA_046	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	polish
TAXA_046	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	polish
TAXA_046	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	polish
TAXA_046	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	polish
TAXA_046	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	polish
TAXA_047	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	polish
TAXA_047	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	polish
TAXA_047	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	polish
TAXA_047	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	polish
TAXA_048	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	polish
TAXA_048	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	polish
TAXA_048	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	polish
TAXA_048	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	polish
TAXA_048	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	polish
TAXA_048	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	polish
TAXA_049	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	polish
TAXA_049	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	polish
TAXA_049	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	polish
TAXA_049	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	polish
TAXA_049	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	polish
TAXA_049	filt_DRR225063_polished	0	filt_DRR225063_polished	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	polish
TAXA_050	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	polish
TAXA_050	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	polish
TAXA_050	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	polish
TAXA_050	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	polish
TAXA_051	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	polish
TAXA_051	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	polish
TAXA_051	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	polish
TAXA_051	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	polish
TAXA_051	filt_DRR225057_polished	0	filt_DRR225057_polished	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	polish
TAXA_052	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA	polish
TAXA_052	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA	polish
TAXA_052	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA	polish
TAXA_052	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA	polish
TAXA_052	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA	polish
TAXA_053	filt_DRR225048_polished	0	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	polish
TAXA_053	filt_DRR225060_polished	0	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	polish
TAXA_053	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	polish
TAXA_053	filt_DRR225054_polished	0	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	polish
TAXA_053	filt_DRR225051_polished	0	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	polish
TAXA_054	filt_DRR225046_polished	0	filt_DRR225046_polished	DRR225046	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	NA	NA	NA	NA	polish
